SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1433,5,2,Suburb,1988,111059.18834198048
1762,2,1,Suburb,1994,238027.00492291496
1333,4,3,Urban,1988,237219.4216988372
1204,3,2,Urban,1985,132250.57824551375
2634,4,3,Rural,2002,289591.2426808438
2846,2,2,Suburb,1975,424711.182844032
1838,5,1,Suburb,2014,264463.594047189
1020,3,1,Urban,1972,131417.95825647074
1579,4,3,Urban,1994,181354.171438947
1106,4,3,Urban,2003,162684.15323803914
2126,3,3,Rural,2017,139298.65447206018
2164,2,3,Rural,1987,300978.2581527357
2895,2,2,Suburb,1957,332204.24267174024
1006,2,2,Urban,2004,126498.85177170672
1825,4,2,Urban,2021,221849.51871504975
1630,2,2,Rural,1959,184656.39207381703
1114,5,2,Suburb,1990,107305.36284048075
1951,5,3,Urban,2020,108841.77089015135
2156,2,1,Suburb,2021,277271.38161509845
1274,2,3,Rural,1953,124642.91617259066
2794,2,2,Rural,1992,277305.42481624626
1792,5,1,Suburb,1991,193421.27492411173
2726,2,1,Suburb,1951,268337.04379597807
1768,5,1,Suburb,1962,198432.656384982
2006,5,1,Suburb,1966,214095.93008373916
1870,5,3,Suburb,1991,201829.0992083839
2693,4,2,Suburb,2006,237547.07883982075
1782,4,2,Urban,2000,213116.6101763404
2424,2,3,Urban,1971,298674.4355691485
1137,3,2,Urban,1995,125774.23793539975
1407,5,1,Rural,1988,218565.77872424357
2207,4,2,Suburb,1990,253265.71221874031
1809,5,3,Rural,1954,266084.01696974493
1700,4,1,Urban,2015,269748.4207244903
2146,2,1,Suburb,1964,105227.05482789232
1081,5,3,Urban,2021,130290.65382403934
2526,2,1,Urban,1986,184021.93228566705
2223,5,1,Suburb,1958,282890.91810771404
1184,5,3,Rural,2012,212564.6552615763
1613,5,2,Suburb,1966,222613.3499273341
2289,5,2,Suburb,1973,132318.86249489494
1931,2,2,Urban,1970,241369.33278160397
1796,4,2,Suburb,1990,223905.8103639965
1981,4,2,Suburb,1975,255149.0260513925
1112,5,2,Suburb,2001,142518.01218572355
2845,4,2,Urban,1991,301658.3598575561
2325,4,1,Suburb,2010,310179.2847252963
1995,3,2,Urban,1998,182432.7601907535
2108,3,3,Suburb,2009,280323.4983388781
1246,5,2,Urban,1995,138823.16321744182
2711,4,2,Rural,1972,343718.36806972424
2090,2,3,Rural,1957,202474.355439536
1487,4,1,Rural,2020,98392.22473458404
2864,2,2,Urban,1975,217369.27504855284
1355,3,1,Suburb,2021,202201.7791754527
1307,2,3,Rural,2011,61502.2639359599
1095,2,2,Urban,2015,156164.34747669444
1505,5,3,Rural,1985,202447.13614495852
2452,4,3,Suburb,1955,242184.65919469035
2328,4,1,Urban,1959,229770.4443061216
2897,3,3,Rural,1954,235849.67543554265
1329,4,3,Suburb,1955,130855.27603830423
1140,5,3,Urban,2004,211783.63203895028
1425,3,2,Rural,1982,127262.8612360848
1905,5,1,Suburb,1962,234515.83060257783
1027,5,3,Rural,1966,231866.5717865164
2360,3,2,Suburb,2008,205607.1048745949
2089,5,2,Urban,1999,226684.28882229395
1974,4,3,Rural,1971,144580.9812541693
2570,5,3,Suburb,1955,216789.41139372785
2221,3,3,Urban,1958,250177.4450760596
1423,3,3,Rural,1984,121423.42516121926
1754,5,3,Urban,2013,174622.29512226488
2890,4,2,Urban,1979,289784.6354890679
1016,4,2,Rural,1978,49553.23644785032
2627,5,3,Suburb,1993,324809.8640163584
2866,3,3,Urban,1979,329244.6165292855
2607,2,2,Rural,1984,288733.264689934
1066,2,3,Urban,1995,98092.59486329932
1683,2,1,Rural,1974,198389.06414839328
1402,2,3,Rural,1970,131907.449358611
1877,5,3,Urban,1976,155800.1830805319
1740,3,1,Suburb,1955,195802.52815754083
1771,4,1,Urban,1952,154816.91733835335
1910,2,3,Rural,1960,217308.3930069884
2151,5,1,Rural,2011,272702.49056601455
1621,4,1,Urban,1980,183815.96428594383
2083,5,2,Rural,1953,212467.60014639856
2745,4,1,Urban,2005,293633.6494418688
2324,3,3,Urban,1962,289711.1504881255
1079,2,3,Rural,1986,122620.39692886209
2123,2,1,Urban,2006,244445.17557141592
2300,4,2,Rural,1954,206029.5561116821
2079,5,3,Urban,2010,219788.7561344711
2680,5,1,Urban,1961,286611.3674052765
1159,3,2,Rural,1983,114515.405507135
2691,2,1,Urban,1962,263359.68348797207
1363,3,3,Urban,1997,98331.7400451031
2798,4,3,Urban,1982,304589.19574082794
1659,2,1,Rural,1959,259571.5884081194
1834,3,1,Urban,1992,192669.49347265737
1621,5,2,Urban,2016,257501.52903015696
2537,5,1,Urban,1988,390678.7823754565
2320,5,1,Urban,1955,306115.0386074973
1290,4,3,Urban,2019,198037.30296240293
1655,2,2,Rural,1958,246953.00398446448
1252,2,3,Rural,2019,208793.15805320203
1873,3,1,Suburb,1984,132859.88250643262
2853,3,1,Rural,2016,319241.01890039264
1751,5,1,Suburb,1964,157863.92378924103
2966,2,2,Urban,2021,269342.54797273426
2219,2,2,Rural,2002,215518.33955799264
2225,3,3,Suburb,1958,224896.22595286148
1983,2,1,Rural,1951,190753.1546986667
1282,5,1,Suburb,1968,171531.6080004951
2257,4,2,Rural,2008,252291.9219428688
2963,3,1,Suburb,2004,321585.61338496004
2222,4,2,Suburb,2018,255906.70868753263
1085,5,1,Rural,1956,84159.9775392726
1105,2,1,Rural,1956,138393.65267700446
1381,4,1,Urban,2019,106776.83131909143
1475,3,2,Rural,1973,185544.3655876516
1977,4,3,Urban,1961,247740.63587921672
1813,3,3,Urban,1957,189774.7379181141
2144,2,1,Rural,1962,172080.1769995824
2814,5,1,Urban,1976,277596.4852104233
2280,3,1,Suburb,1958,278500.9210809407
2577,3,3,Suburb,1999,302275.8126244359
2423,4,1,Rural,1993,268716.81387819775
2190,5,2,Suburb,1961,233335.9151868948
2148,4,3,Urban,1963,238611.77711087497
2767,3,2,Urban,1961,315429.86673028546
1177,5,3,Urban,1964,149587.12679808243
2740,5,2,Rural,1993,237731.63540202787
2434,3,1,Urban,1955,278908.29000090406
1222,3,2,Urban,2003,80288.94336923477
2771,5,2,Urban,1960,467492.8278233021
2688,4,1,Rural,1952,349826.8235120988
2677,2,1,Urban,1991,279276.1366205402
2391,3,1,Urban,2017,274658.59249677433
2291,4,3,Rural,1999,310162.33928895404
2578,3,2,Rural,1992,228779.20326306872
1286,2,3,Rural,1954,109019.2040349528
1236,4,1,Rural,1993,85820.4425317158
1365,2,1,Suburb,1962,113050.70565358532
2250,2,2,Suburb,1998,249248.63094044256
2696,2,3,Suburb,2005,251396.4984315596
1599,4,2,Urban,1983,183822.5636855368
2220,2,3,Suburb,1992,300280.8784156073
2492,5,1,Suburb,2003,165237.8831757013
2208,3,1,Suburb,1974,257733.23818687373
1212,3,3,Suburb,2015,149187.95547648642
2143,4,3,Suburb,1954,183243.35462044025
2658,4,1,Suburb,1977,231047.02661405157
2722,2,1,Rural,1982,277882.7298346763
1085,3,3,Rural,1980,53371.72218701098
1000,4,3,Rural,2016,108260.8256833844
1010,2,3,Rural,1962,150847.76447780008
2438,5,1,Suburb,1976,330240.9507729736
1693,5,3,Rural,2005,102370.97795645156
1272,5,2,Suburb,2004,120194.30160717072
2443,2,2,Rural,1962,245096.37335621685
1423,3,2,Urban,2004,217641.2209508377
1769,4,3,Rural,1951,189338.99658087455
2411,4,2,Urban,1957,310949.47544722445
1508,2,1,Suburb,1962,235709.24074559432
1991,3,1,Urban,2011,266650.8815100716
1882,4,3,Urban,2010,111386.24376642816
2123,4,2,Urban,1966,236789.76226285996
1637,4,3,Rural,2014,157516.0636996189
1631,4,2,Urban,1951,171947.19306524412
1929,3,3,Suburb,2006,242123.94348799164
1194,5,2,Urban,2005,147880.80884438302
1561,5,1,Suburb,2006,121074.69504990258
2430,5,1,Rural,2000,248354.83178748464
2506,4,3,Rural,1950,387154.0551288988
2169,3,2,Suburb,1963,179730.8280227192
1790,3,3,Suburb,1952,285767.9763833886
1132,2,1,Urban,1959,163920.76907406625
2701,3,2,Suburb,1990,291448.94883264333
2947,4,3,Urban,1983,324309.9649862872
2945,4,1,Suburb,1953,319405.8814228223
1768,4,2,Suburb,1977,227826.25842877373
1357,2,3,Suburb,1997,141574.70911067404
2825,3,2,Rural,1974,206447.67602785924
1100,3,2,Urban,1977,115608.35595284992
1072,2,2,Rural,1998,65973.82680591304
1515,2,1,Rural,1993,136820.3337769158
1135,2,2,Suburb,1975,210543.90315912187
1032,2,3,Urban,1985,227102.392237032
1125,2,2,Rural,1951,149453.8813907493
1817,5,1,Rural,1962,193181.92393244483
1679,3,2,Suburb,1991,179243.36662962893
2998,2,1,Rural,1956,294008.0540820917
2495,4,3,Urban,1998,191865.45773103728
1499,2,3,Rural,1982,173044.2012731798
2672,2,3,Suburb,1961,252543.3520730156
1367,4,3,Rural,1966,250217.8521456433
2802,3,3,Rural,1979,315943.35869971814
2343,5,2,Urban,1974,303119.27170433564
2205,5,1,Rural,2020,284168.75885778526
1841,5,3,Suburb,2006,186037.59111164737
2572,5,3,Urban,2003,193859.63645336
2046,5,2,Urban,1954,234413.71386274596
1899,3,2,Suburb,1972,204067.7503251906
1335,2,2,Suburb,1962,77129.5138704509
2251,3,2,Suburb,1973,229588.77216987047
2081,2,3,Urban,1956,263797.6123921752
2168,5,2,Urban,1990,203096.26739398664
2501,3,3,Rural,2015,328510.7020978769
2253,5,2,Rural,1958,304865.1161990594
1810,3,3,Suburb,1967,252145.71389441573
2227,5,3,Rural,1972,336534.3855138781
1867,3,2,Rural,1964,183044.6274508797
2886,5,2,Urban,1978,346406.0775714085
2789,3,2,Urban,2009,197532.5023323729
1277,2,2,Rural,1965,206461.31371643065
1510,4,1,Suburb,2004,189145.68206427587
2420,5,3,Rural,1962,266405.4547147694
2134,5,2,Rural,1993,238162.72707488656
1060,4,3,Rural,1987,202757.08558589395
2106,3,1,Suburb,1960,205894.72491785465
1186,3,1,Rural,2013,154087.74946033917
2085,3,2,Suburb,1988,271471.3749108742
1920,5,3,Suburb,1987,243162.84455165983
1366,4,1,Rural,1962,132859.63760955146
1375,2,3,Rural,1991,182152.3589721212
2511,2,2,Urban,2018,324002.9321673624
1342,2,3,Urban,1977,230122.3858287438
1730,4,3,Rural,1983,157480.6660463656
1838,2,3,Urban,1967,241532.52539325063
1243,5,2,Rural,1958,206739.88979627247
2910,5,2,Urban,1997,297264.28084789927
2421,5,3,Rural,2011,297208.1113855323
2604,5,3,Suburb,2018,316294.31655300007
2553,3,3,Suburb,2019,276409.68722253194
2881,2,1,Suburb,2002,341931.7587075265
2292,4,1,Rural,1969,262810.0076053768
2660,5,3,Rural,1965,361198.4995065998
2692,5,3,Suburb,2004,342771.84490576724
2398,3,3,Rural,1955,267888.9751161807
2899,2,2,Rural,1966,277678.8865041014
2975,5,2,Suburb,1956,375312.8265602319
1852,4,1,Rural,1998,297628.6607629385
2647,2,1,Rural,1971,264295.6582941282
1114,3,3,Rural,2007,204128.00168443605
1222,5,3,Urban,1990,184331.87329556583
1107,3,1,Rural,1972,214985.9394136139
2431,2,1,Urban,1991,225674.98514978655
1111,4,3,Urban,1993,129440.9103037702
2212,5,3,Urban,2012,346749.1860471896
2706,3,3,Rural,1963,205262.0161302583
1062,2,1,Suburb,1961,117228.38709402336
2983,5,2,Suburb,2015,290450.5763089371
2790,4,1,Suburb,2020,354080.752979369
2492,4,1,Urban,1953,367245.8118038628
2074,4,1,Suburb,2012,174542.60793102268
1300,3,3,Suburb,2007,118774.98495101204
1060,3,2,Urban,2012,165351.7812654756
2084,2,3,Rural,2001,227006.58630159585
2701,2,2,Suburb,1967,344173.168404563
2767,5,1,Urban,2017,229658.36394725236
2309,4,3,Rural,1965,224810.821372225
2514,2,1,Rural,1989,326072.4522173522
1707,4,1,Urban,1951,143037.331015667
1868,5,1,Suburb,2008,169746.552914061
1695,5,2,Urban,2002,292150.69567925646
2686,5,1,Rural,1954,321396.36248677305
1065,5,1,Urban,1956,68997.9555968227
1981,4,2,Urban,1955,229379.4506338838
1326,2,1,Urban,1987,139474.55920487948
2148,4,3,Rural,1989,201787.41447542893
1874,3,1,Urban,1964,274272.8003547534
1300,4,3,Suburb,1975,154026.09274664067
2166,3,1,Suburb,2011,341576.9112740968
2876,3,2,Rural,1976,398963.8173143615
1993,3,2,Urban,1993,161622.95119044415
1548,2,3,Suburb,1960,242295.2120144781
1409,3,1,Suburb,1979,70053.39515665232
1767,4,2,Suburb,2001,224619.14848497356
2159,3,2,Suburb,1954,262400.2749013802
1195,4,1,Suburb,1965,24264.532208237277
1629,3,1,Urban,1950,203695.92529120776
1902,4,1,Rural,1961,199471.62488606523
2808,5,3,Suburb,1990,302665.9207195488
1448,4,2,Urban,1963,150335.868083141
1612,3,1,Suburb,1980,145743.03150235742
2313,2,3,Suburb,1967,343412.844156332
2161,4,2,Urban,1987,242636.6729648481
1885,4,2,Suburb,1993,222407.64872868423
1261,5,3,Rural,1971,169185.48934898037
2257,5,1,Rural,1951,212940.8803071494
2606,3,1,Suburb,1964,349054.3275742266
1877,4,2,Suburb,2014,292116.9456209376
2774,4,3,Suburb,1993,372804.5546689485
2140,3,2,Suburb,1987,231235.9204418565
2884,5,2,Urban,1981,357286.4920372694
2464,4,2,Rural,1983,249860.63439769292
1320,5,2,Rural,1965,99495.74110201965
1440,4,1,Rural,1984,156795.41548247827
2822,3,1,Urban,1956,297770.67759718903
1559,2,1,Rural,1999,244999.3482420912
2846,5,2,Suburb,1964,193745.754695002
2948,4,3,Urban,1962,289981.0299029645
1176,2,2,Urban,1977,59683.59622745738
2736,3,1,Rural,2007,339060.0972200169
1738,3,1,Suburb,1999,168635.6610975102
2654,3,1,Suburb,1985,375012.7259698032
1453,3,1,Urban,2019,110971.80956951482
1745,2,3,Rural,2001,178670.58999691557
1785,4,2,Suburb,1968,196394.57864671497
1539,2,2,Urban,1996,135204.36722301034
1489,4,2,Urban,2007,187166.18057158528
1313,4,2,Rural,2002,272670.7366672961
1384,4,2,Rural,2016,230184.7502080477
2608,5,1,Rural,1975,306302.09599499736
2604,2,3,Urban,2003,263003.8949899075
2264,3,3,Rural,2014,244061.63550040225
2738,3,3,Rural,1950,234917.0578628701
2393,5,1,Rural,1971,265998.0887255442
2268,4,3,Urban,1983,348697.841685293
1284,3,2,Urban,2012,199352.14106671693
1520,2,3,Rural,1966,240870.1945189172
1806,4,1,Rural,1965,300490.03864234244
2181,2,3,Suburb,2015,235731.5346973957
1055,3,1,Suburb,1987,206972.9879341336
1376,3,3,Rural,2019,136297.30120884176
2918,3,3,Suburb,2013,353509.9465575023
2459,4,1,Suburb,1964,353586.9986061979
2188,5,3,Rural,2010,231328.72786040237
2640,2,2,Urban,1974,332003.71444910206
1711,3,1,Suburb,1951,128163.27392613325
2594,3,3,Suburb,1970,316406.51962524
1819,3,2,Suburb,2013,169404.33094820046
2556,4,3,Rural,1984,229861.53000661547
1882,4,1,Rural,1995,259858.80744077943
1960,5,3,Rural,1991,174653.95716644725
2929,3,2,Urban,2012,302456.4592236966
1027,2,3,Urban,1992,125094.23557440285
2187,4,1,Urban,2019,273298.0248598632
1308,4,3,Urban,1960,205481.2836220768
2473,2,1,Rural,2020,239811.4353093547
2772,2,2,Suburb,1980,353572.1888382125
2681,2,2,Urban,1990,211789.56619712483
1157,3,2,Rural,1984,102863.22359705094
2979,4,2,Urban,1950,302338.51876822434
2563,4,3,Suburb,2004,252444.9541442289
2555,4,2,Rural,1964,176222.27987286012
2795,2,2,Rural,1965,258677.52911390044
2055,3,3,Rural,2002,287608.12305743183
1891,4,3,Suburb,1998,205817.37493659003
1925,5,3,Urban,1971,290787.6107829126
2578,5,3,Urban,1991,316085.08792076254
1310,3,2,Urban,1962,223576.0294560504
1400,3,2,Urban,1981,275987.76599592273
1316,2,3,Urban,1952,168069.699929599
1196,2,2,Rural,1983,139627.03945328493
2021,4,3,Rural,1956,206632.04354861277
1987,3,3,Rural,1971,177717.1758026845
2447,3,3,Suburb,1969,228372.1764085801
1168,2,2,Urban,1980,81291.42833792878
2753,2,2,Urban,1974,305824.0793494132
1662,5,3,Rural,2005,241625.69971588996
2109,3,3,Urban,1995,253309.4123044877
2181,5,1,Urban,1957,275088.7047746028
2798,5,1,Rural,1984,298365.29124637245
1539,3,2,Suburb,2011,171285.1853182975
2069,3,2,Suburb,1955,244745.20718720343
2815,3,1,Urban,2015,280146.2031892785
1510,3,1,Rural,1952,165797.20705131462
1355,3,3,Rural,2003,138056.25926961054
1829,5,3,Suburb,1967,179500.83213105664
2720,2,3,Urban,1982,268268.0548063494
1709,5,3,Urban,2015,129389.13779640404
1538,5,3,Rural,1982,148622.7704016037
1944,5,3,Rural,1976,314282.41209090047
2774,3,3,Urban,1953,281243.3097555607
2065,4,1,Urban,1958,320494.0115709589
2288,2,3,Urban,2014,159566.58938484057
2658,5,3,Urban,1982,331287.6713714395
1944,5,2,Suburb,1966,227277.2722426368
1290,2,2,Suburb,1982,177064.694758858
1566,3,1,Urban,1957,209296.8308539845
2623,3,3,Suburb,2014,290254.4021696469
2017,2,3,Urban,1977,266909.2161902842
1598,5,2,Rural,1972,185896.31638898072
1918,3,3,Urban,1972,264066.1168772078
2596,3,2,Rural,1973,227717.18414054325
1575,4,3,Rural,1977,83116.37071083185
2279,2,2,Suburb,1969,201487.71835276464
2254,4,3,Urban,1996,181525.62505657665
2445,2,1,Urban,2015,262328.83926193503
2778,2,3,Urban,1958,269146.9492813671
2327,3,2,Rural,1959,183938.4231237256
2189,3,1,Suburb,2008,282839.3037539181
1498,4,2,Rural,2013,170454.76949803886
2320,4,3,Rural,1957,269830.4331227032
2985,3,2,Rural,2021,349263.92510060174
1204,2,2,Suburb,1966,96954.71471980154
1498,4,2,Rural,1991,150433.70287720033
2266,4,3,Urban,1965,305807.8779067095
1323,4,3,Urban,2008,204782.7066742209
1254,2,1,Suburb,1970,162746.31789549708
2848,2,1,Suburb,1961,366633.0782199787
2922,3,3,Suburb,1961,320680.5062460184
1852,4,3,Urban,1954,254167.37560135388
2611,3,1,Suburb,1956,339536.67380441393
1831,2,3,Suburb,2015,218641.07486883292
1975,3,1,Urban,1970,173545.12234347418
1482,2,3,Suburb,1960,225121.4347311264
2256,5,3,Rural,1958,219455.3829327277
2039,3,2,Rural,2013,228433.2950385668
1684,5,2,Rural,2012,167614.23447972102
2486,2,3,Rural,2013,289144.0277875099
1588,5,2,Rural,1998,139367.93448760328
1353,3,3,Suburb,1979,192881.61149079588
2678,3,3,Urban,1970,276991.5016983504
1595,5,1,Rural,2015,159876.58721020975
1062,4,1,Urban,2017,142437.9717732037
1274,4,1,Rural,1991,96922.06535332436
1663,5,1,Urban,2013,326809.10073627555
1227,4,3,Urban,1953,151242.1604249942
2130,4,3,Urban,1953,225517.9661339172
2450,3,2,Urban,2001,305508.3263233416
1394,5,2,Rural,1953,156771.83228063304
1557,4,3,Urban,2000,243164.0313313548
2463,3,1,Suburb,2018,258474.38275932905
1216,2,2,Urban,1962,120146.23474099812
2488,3,2,Urban,1979,273029.5059316354
1624,3,1,Rural,1999,200267.03548720447
1777,4,2,Urban,1957,221000.0108772996
2827,4,3,Urban,1986,385883.5854171515
1222,5,2,Urban,1979,144409.39797777336
1529,2,2,Urban,2009,193113.83137033315
2675,2,1,Rural,1997,243064.6778615751
2366,5,3,Rural,2014,310766.3363696586
1875,5,3,Suburb,1988,205247.8061976364
2191,5,3,Suburb,1990,239788.57741460504
2321,2,1,Urban,1973,334136.3723299168
1501,4,1,Urban,2013,174209.71301758033
2120,2,2,Rural,1953,141287.44380966923
1150,5,3,Urban,1973,138938.1576779736
1781,2,2,Suburb,1954,144501.07450533306
1690,2,1,Urban,1965,278232.589506036
1649,4,2,Rural,1996,123200.10184311826
1402,3,2,Rural,2002,132385.68452343278
2267,3,3,Urban,1962,173040.24755372095
2922,5,2,Urban,2019,296545.7931160557
1288,5,3,Suburb,1995,120898.7237869232
1257,2,1,Suburb,1972,221798.443722536
2254,4,3,Suburb,2021,267029.007952526
2044,5,2,Suburb,1999,332892.4750472427
1258,3,1,Suburb,1971,190521.1219599871
2746,3,3,Urban,1988,340116.9696198745
2931,5,3,Suburb,1950,301013.47447744163
1058,3,1,Rural,1984,157926.5371554101
1066,3,1,Rural,1964,-602.2090993586899
2928,4,3,Rural,1972,409563.3041950954
2003,4,3,Suburb,1991,274870.32849974587
2397,3,2,Suburb,2012,240143.1585560745
2090,3,1,Urban,1955,243340.05105142816
2183,2,3,Rural,1957,276333.8345453318
1864,3,3,Urban,2013,181491.42707036287
1785,3,3,Rural,2007,212557.6851031943
2289,4,2,Rural,1966,209206.52594200347
1524,5,2,Rural,1993,156988.35017427913
2848,4,1,Rural,1997,188611.22084352895
1190,4,1,Rural,1974,179489.93149954698
2287,4,2,Rural,1989,235164.11781776315
2332,3,1,Rural,1955,345629.16896546254
2069,5,2,Rural,1955,262954.2009480008
1605,2,3,Suburb,1950,213271.53498973927
1368,5,2,Suburb,1957,202335.240501826
1106,5,1,Rural,1969,206541.6103689419
1994,3,1,Urban,1972,261909.60023233367
2301,5,3,Rural,1994,313841.7702545608
2791,2,2,Suburb,1958,182593.0235568239
1481,2,3,Suburb,1982,50641.60889598812
2511,3,3,Rural,1963,273461.73411581817
1726,2,3,Suburb,1992,177764.47792383688
1512,3,1,Rural,2011,135206.37482891354
1733,4,3,Rural,1958,106588.0571733958
2978,5,2,Rural,1965,301903.5575220081
1178,4,3,Rural,1991,193378.4011792504
2401,3,2,Suburb,1969,258169.0239714428
2339,3,1,Urban,1998,247872.38124886216
2077,4,2,Suburb,2008,245965.8956087168
2893,2,3,Rural,1976,273299.7557827081
1699,2,3,Urban,1981,149004.29864609925
1110,2,1,Rural,1999,165140.03170551546
2847,2,1,Suburb,1971,281645.3729242724
1008,5,3,Suburb,1950,113430.70068320728
2943,5,2,Suburb,1996,258483.100889733
2927,2,2,Rural,1981,313601.7044262854
2058,3,1,Urban,1975,190546.41175189184
2306,5,3,Rural,1973,162926.89664481857
2143,5,2,Suburb,1983,222073.27924140295
1528,3,1,Urban,2015,101003.44081036722
1033,4,2,Rural,1998,117211.69564241072
2545,2,2,Urban,1997,244522.7382630916
2464,3,1,Suburb,2002,217988.50988218
1616,3,1,Urban,1954,189681.58842731005
2229,3,1,Suburb,1986,244147.8172053856
2892,2,1,Rural,1997,396025.2378565462
2865,3,1,Urban,1983,289696.24107225786
2891,2,3,Suburb,1983,398939.73578974255
1538,5,2,Suburb,1951,237285.92069821004
2239,2,3,Suburb,1971,231606.971925798
2517,4,3,Suburb,2000,311431.1056905723
1419,3,1,Rural,1967,193373.60621343783
2723,2,3,Rural,1952,245000.83249395527
1445,4,1,Suburb,1961,218366.5078195626
2645,2,2,Rural,1962,263399.27140289644
1639,2,3,Urban,1980,313542.2262752872
1345,3,3,Urban,2002,142839.53795113767
1326,5,2,Suburb,1952,276119.9375943609
1994,2,2,Rural,2000,252042.3334252204
2865,4,1,Urban,1968,305330.83980247786
1416,4,3,Urban,1970,185594.82056305683
1417,3,2,Urban,1969,88405.85232167244
2602,2,2,Suburb,2000,326055.3282694741
1720,2,1,Suburb,1987,123309.92078840124
2012,4,3,Suburb,2012,321015.0839061056
2786,3,2,Urban,1952,307688.77894596744
1960,5,1,Urban,1997,330936.453807728
2072,5,3,Suburb,1999,177116.57518495197
2512,4,2,Suburb,2015,315215.4825823271
1238,3,1,Urban,1960,141276.97889679432
2949,3,3,Rural,1991,308977.3279294022
2681,3,1,Urban,1965,344686.4777697602
2849,4,1,Rural,1999,301566.6263753424
1465,4,2,Urban,1989,186903.1383161192
2073,5,1,Suburb,1999,237488.00983369467
2699,2,1,Urban,2016,264946.6037505366
2379,5,1,Urban,1974,258146.043331652
1645,2,3,Suburb,1951,180474.4412060009
2316,3,2,Suburb,1987,241599.45388835412
1869,4,1,Rural,1999,185352.834547763
1015,5,2,Urban,1963,139385.70432157905
1741,4,2,Rural,1979,243472.76727567049
1385,2,1,Suburb,1987,201331.7128542374
2403,4,3,Urban,1968,217479.4772311551
1826,4,2,Rural,1972,233742.4094381292
1773,2,1,Rural,2015,323592.9899482568
1425,5,1,Urban,1953,157785.3856550504
1790,5,2,Rural,1992,226413.31815515464
2858,2,3,Urban,1953,329141.94514857326
1130,4,1,Rural,1961,162696.33015658773
1689,2,1,Urban,1971,115941.37961211044
2782,4,1,Rural,2014,341588.6358931719
1642,5,2,Rural,1981,150385.59738917224
1238,5,1,Rural,1999,150729.4388147631
2318,2,1,Urban,2015,286703.7458904468
1867,5,2,Urban,2007,138479.69494951234
2809,2,1,Urban,1985,290277.3639807233
1348,3,2,Urban,1976,115602.27810544004
1254,4,3,Rural,1995,121119.68655687851
2874,4,2,Suburb,1955,335518.1097623414
2827,2,2,Suburb,1969,277248.6681992632
1512,2,1,Rural,1969,177437.82615538
2377,2,2,Urban,1971,284745.6290852882
2686,4,2,Urban,1967,233830.94894004517
2394,5,3,Rural,2018,213174.3251983144
2556,4,3,Rural,2015,324136.2873105512
1732,2,2,Urban,1977,108027.2140163854
2070,4,1,Suburb,2018,202075.59603016297
2722,2,1,Rural,1957,281763.4685264121
1562,5,1,Suburb,1983,184437.0794198913
2235,4,3,Urban,1966,218566.2651670104
1956,5,2,Suburb,1959,162013.01406966362
2182,5,1,Rural,1991,273423.65986121545
1620,5,2,Rural,2011,234514.7852133748
1003,2,3,Urban,2009,116666.75779746936
2578,5,1,Urban,1960,303960.85144657805
2240,4,3,Urban,1998,233398.96436869603
1313,4,2,Urban,1978,179935.50695411302
1729,5,1,Rural,1979,235984.73540491736
1069,3,1,Urban,2013,309748.34147365834
2293,4,3,Suburb,2018,294489.6229075085
1480,4,2,Suburb,2019,153297.1430481719
2024,2,1,Urban,2008,187065.63625077065
2020,3,1,Rural,1959,179705.73613842984
2011,2,2,Rural,1973,182255.5408416745
2854,4,3,Urban,1986,277039.5404920819
2667,5,2,Rural,1981,339400.2936200702
1535,3,3,Suburb,2018,213494.40478720184
2894,3,2,Rural,2010,361225.3584534505
1882,4,3,Rural,1954,299641.0910296688
1825,5,1,Suburb,1966,174050.59645259156
2759,2,2,Suburb,1981,299686.8021555367
1229,5,3,Suburb,2011,138694.9287565411
2404,3,2,Suburb,1978,329861.30449095496
2525,5,2,Urban,1980,269049.4330357624
2238,2,3,Suburb,1971,198011.31614188824
2597,5,1,Rural,1995,303155.60520846315
2402,3,2,Urban,1986,335942.8639691634
2962,5,2,Rural,2012,235720.9965138167
1109,2,1,Rural,1982,83209.39105267506
2016,3,1,Rural,1957,219137.7033849655
2527,2,1,Suburb,1963,233625.03710072357
1579,3,3,Rural,2002,138106.01702034165
1209,5,2,Urban,1990,110665.55504621848
2665,4,2,Rural,1977,341788.25841866067
2687,2,2,Suburb,1981,380071.7754001827
2841,2,3,Suburb,1964,249039.1560179693
2194,5,3,Rural,1951,323105.4113928658
2058,3,3,Urban,1960,212626.1979964812
2802,5,2,Urban,1985,342861.298589458
2532,2,3,Suburb,1989,302834.4523083769
2557,5,3,Urban,1994,340979.29361226526
2680,4,1,Urban,2017,276708.3049613869
1697,5,3,Suburb,1951,291395.52899294824
2380,3,2,Rural,1951,258341.00026764613
2080,2,3,Rural,1988,184695.78461754584
1846,3,2,Suburb,2018,250888.4997244549
2797,2,1,Rural,1950,392990.43384715024
1270,2,2,Urban,1962,222292.34216813315
2175,2,1,Suburb,2007,167114.35702355928
1562,5,1,Suburb,1972,272710.0595599901
2406,5,1,Suburb,2016,194150.9977853416
2846,2,2,Suburb,1956,265573.4932963645
2657,3,1,Suburb,1989,281320.34219423565
1955,4,3,Suburb,1988,227907.96283834477
2709,2,1,Rural,1959,211843.08941516897
1172,3,2,Urban,1996,222123.16740537703
1394,3,2,Rural,1980,163492.34213423036
2809,3,1,Rural,1981,301053.6556219866
